ingredient	kind	rows	records	example_record	has_local_term	section
Bacto m TGE broth	UNRESOLVED_CHEMICAL	2	2	CultureMech:003139	no	ingredients
Middlebrook 7H9 broth	UNRESOLVED_CHEMICAL	2	2	CultureMech:008986	no	ingredients
ADC Enrichment	UNRESOLVED_CHEMICAL	2	2	CultureMech:008986	no	ingredients
MARINE AGAR 2216 (see Medium [M110])	CROSS_REFERENCE	2	2	CultureMech:010162	no	solutions
Phenol red (0.04%)	UNRESOLVED_CHEMICAL	2	2	CultureMech:007643	no	ingredients
1.0 mg/ml EDTA・Fe(III) solution	SOLUTION_NAME	2	2	CultureMech:007643	no	solutions
FeCl3 solution	SOLUTION_NAME	2	2	CultureMech:008830	no	solutions
Calcium D(+)-panthothenate	UNRESOLVED_CHEMICAL	2	2	CultureMech:008224	no	ingredients
Bicarbonate solution (1.0 M)*****	SOLUTION_NAME	2	2	CultureMech:008224	no	solutions
Sulfide solution******	SOLUTION_NAME	2	2	CultureMech:008225	no	solutions
Wolfe’s Mineral Solution (see below)	SOLUTION_NAME	2	2	CultureMech:009040	no	solutions
ciprofloxacin (if needed)	UNRESOLVED_CHEMICAL	2	2	CultureMech:009469	no	ingredients
Calcium chloride dehydrate	UNRESOLVED_CHEMICAL	2	2	CultureMech:009202	no	ingredients
Potassium dibasic phosphate trihydrate	UNRESOLVED_CHEMICAL	2	2	CultureMech:009202	no	ingredients
Polyvinyl alcohol	UNRESOLVED_CHEMICAL	2	2	CultureMech:007183	no	ingredients
Tween 80 (BD)	UNRESOLVED_CHEMICAL	2	2	CultureMech:009413	no	ingredients
Middlebrook ADC Growth Supplement	UNRESOLVED_CHEMICAL	2	2	CultureMech:008984	no	ingredients
Middlebrook 7H9 broth (Difco)	UNRESOLVED_CHEMICAL	2	2	CultureMech:008989	no	ingredients
Middlebrook 7H9 Broth	UNRESOLVED_CHEMICAL	2	2	CultureMech:008978	no	ingredients
Sodium Pantothenate	UNRESOLVED_CHEMICAL	2	2	CultureMech:007181	no	ingredients
β-glycerophosphate-2Na	UNRESOLVED_CHEMICAL	2	2	CultureMech:008383	no	ingredients
HMSS solution***	SOLUTION_NAME	2	2	CultureMech:008578	no	solutions
Vitamin B12 (0.1 mg/ml, filter sterilized)	UNRESOLVED_CHEMICAL	2	2	CultureMech:009024	no	ingredients
Methanol(filter sterilized)	UNRESOLVED_CHEMICAL	2	2	CultureMech:009024	no	ingredients
Paraamino benzoic acid	UNRESOLVED_CHEMICAL	2	2	CultureMech:009619	no	ingredients
dried baker's yeast	UNRESOLVED_CHEMICAL	2	2	CultureMech:008029	no	ingredients
Dry yeast	UNRESOLVED_CHEMICAL	2	2	CultureMech:008725	no	ingredients
Magnesium sulphate 7H2O	UNRESOLVED_CHEMICAL	2	2	CultureMech:008831	no	ingredients
Manganese sulphate 4H2O	UNRESOLVED_CHEMICAL	2	2	CultureMech:008831	no	ingredients
Sodium acetate 3H2O	UNRESOLVED_CHEMICAL	2	2	CultureMech:008831	no	ingredients
`Lab-Lemco’ powder	UNRESOLVED_CHEMICAL	2	2	CultureMech:008831	no	ingredients
MRS broth	UNRESOLVED_CHEMICAL	2	2	CultureMech:003148	no	ingredients
Mercaptoethanesulfonic acid	UNRESOLVED_CHEMICAL	2	2	CultureMech:009199	no	ingredients
Cerophyll	UNRESOLVED_CHEMICAL	2	2	CultureMech:000373	no	ingredients
EDTA, sodium salt	UNRESOLVED_CHEMICAL	2	2	CultureMech:008446	no	ingredients
DI water	UNRESOLVED_CHEMICAL	2	2	CultureMech:008956	no	ingredients
0.1N HCl	UNRESOLVED_CHEMICAL	2	2	CultureMech:008849	no	ingredients
0.1N NaOH	UNRESOLVED_CHEMICAL	2	2	CultureMech:008849	no	ingredients
Vitamin B12 solution (0.01%)	SOLUTION_NAME	2	2	CultureMech:008166	no	solutions
Neutralized sulfide solution***	SOLUTION_NAME	2	2	CultureMech:008166	no	solutions
Distilled water make up to	UNRESOLVED_CHEMICAL	2	2	CultureMech:007960	no	ingredients
Niacine	UNRESOLVED_CHEMICAL	2	2	CultureMech:008107	no	ingredients
SABOURAUD- Glucose-Bouillon	UNRESOLVED_CHEMICAL	2	2	CultureMech:004154	no	ingredients
Fe(III)NH4-Citrate	UNRESOLVED_CHEMICAL	2	2	CultureMech:009649	no	ingredients
dTMP	UNRESOLVED_CHEMICAL	2	2	CultureMech:007188	no	ingredients
Yeast Extract Solution	SOLUTION_NAME	2	2	CultureMech:009147	no	solutions
Standard I Broth	UNRESOLVED_CHEMICAL	2	2	CultureMech:006156	no	ingredients
Zinc	UNRESOLVED_CHEMICAL	2	2	CultureMech:007283	no	ingredients
Copper	UNRESOLVED_CHEMICAL	2	2	CultureMech:007283	no	ingredients
Calcium	UNRESOLVED_CHEMICAL	2	2	CultureMech:007283	no	ingredients
Molybdenum	UNRESOLVED_CHEMICAL	2	2	CultureMech:007283	no	ingredients
Cobalt ion	UNRESOLVED_CHEMICAL	2	2	CultureMech:007283	no	ingredients
Borate	UNRESOLVED_CHEMICAL	2	2	CultureMech:007283	no	ingredients
Heart, Infusion from 500 g	UNRESOLVED_CHEMICAL	2	2	CultureMech:008848	no	ingredients
Todd Hewitt Broth	UNRESOLVED_CHEMICAL	2	2	CultureMech:002606	no	ingredients
Press yeast	UNRESOLVED_CHEMICAL	2	2	CultureMech:007981	no	ingredients
Potato*	UNRESOLVED_CHEMICAL	2	2	CultureMech:007981	no	solutions
Liver infusion from*	UNRESOLVED_CHEMICAL	2	2	CultureMech:007981	no	solutions
Thioglycolate Medium Dehydrated**	UNRESOLVED_CHEMICAL	2	2	CultureMech:007981	no	solutions
Bacto PPLO Broth (Difco)	UNRESOLVED_CHEMICAL	2	2	CultureMech:008010	no	ingredients
Wolfe's modified mineral solution*	SOLUTION_NAME	2	2	CultureMech:008013	no	solutions
VFA**	UNRESOLVED_CHEMICAL	2	2	CultureMech:008013	no	solutions
Bacto Yeast Extract (Difco)*	UNRESOLVED_CHEMICAL	2	2	CultureMech:008060	no	solutions
NaS2・9H2O	UNRESOLVED_CHEMICAL	2	2	CultureMech:008487	no	ingredients
0.5 N NaOH	UNRESOLVED_CHEMICAL	2	2	CultureMech:009615	no	ingredients
nicotinamide adenine dinucleotide (NAD)	UNRESOLVED_CHEMICAL	2	2	CultureMech:009486	no	ingredients
bovine serum	UNRESOLVED_CHEMICAL	2	2	CultureMech:009486	no	ingredients
Trypticase Soy (BBL)	UNRESOLVED_CHEMICAL	2	2	CultureMech:008385	no	ingredients
Oatmeal agar	UNRESOLVED_CHEMICAL	2	2	CultureMech:002371	yes	ingredients
Iron-EDTA	UNRESOLVED_CHEMICAL	2	2	CultureMech:015438	no	ingredients
DYIII Medium	UNRESOLVED_CHEMICAL	1	1	CultureMech:000001	no	ingredients
Allen Medium	UNRESOLVED_CHEMICAL	1	1	CultureMech:000013	no	ingredients
Modified Bold 3N Medium	UNRESOLVED_CHEMICAL	1	1	CultureMech:000023	no	ingredients
Tricine (adjust to pH 8)	UNRESOLVED_CHEMICAL	1	1	CultureMech:000025	no	ingredients
CaCl 2H O	UNRESOLVED_CHEMICAL	1	1	CultureMech:000139	no	ingredients
MgSO 7H O	UNRESOLVED_CHEMICAL	1	1	CultureMech:000139	no	ingredients
Na EDTA.2H O	UNRESOLVED_CHEMICAL	1	1	CultureMech:000139	no	ingredients
Modified COMBO Medium	UNRESOLVED_CHEMICAL	1	1	CultureMech:000156	no	ingredients
Na2Glycerophosphate.5H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:000159	no	ingredients
Sterile dH2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:000177	no	ingredients
Soilwater: Peat Medium	UNRESOLVED_CHEMICAL	1	1	CultureMech:000182	no	ingredients
Barley grains autoclaved	UNRESOLVED_CHEMICAL	1	1	CultureMech:000182	no	ingredients
Barley grains(add after dH2O)	UNRESOLVED_CHEMICAL	1	1	CultureMech:000224	no	ingredients
Soilwater: GR- Medium	UNRESOLVED_CHEMICAL	1	1	CultureMech:000228	no	ingredients
Organic Peat	UNRESOLVED_CHEMICAL	1	1	CultureMech:000230	no	ingredients
ASM trace element solution	SOLUTION_NAME	1	1	CultureMech:000189	no	solutions
ASM vitamin B12 working stock	SOLUTION_NAME	1	1	CultureMech:000189	no	solutions
ASM vitamin B1 stock	SOLUTION_NAME	1	1	CultureMech:000189	no	solutions
Barley grain	UNRESOLVED_CHEMICAL	1	1	CultureMech:000043	no	ingredients
Na2CO3 stock solution	SOLUTION_NAME	1	1	CultureMech:000192	no	solutions
Fe-citrate stock solution	SOLUTION_NAME	1	1	CultureMech:000192	no	solutions
Citric acid stock solution	SOLUTION_NAME	1	1	CultureMech:000192	no	solutions
MoO	UNRESOLVED_CHEMICAL	1	1	CultureMech:000053	no	ingredients
BB (Bold's Basal Medium)	UNRESOLVED_CHEMICAL	1	1	CultureMech:000054	no	solutions
MErds (Modified Foyns Erdschreiber Medium)	UNRESOLVED_CHEMICAL	1	1	CultureMech:000054	no	solutions
NH4Cl stock solution	SOLUTION_NAME	1	1	CultureMech:000193	no	solutions
Asparagine stock solution	SOLUTION_NAME	1	1	CultureMech:000193	no	solutions
Co(NO )2.6H O	UNRESOLVED_CHEMICAL	1	1	CultureMech:000055	no	ingredients
Thiamine stock solution	SOLUTION_NAME	1	1	CultureMech:000194	no	solutions
Biotin stock solution	SOLUTION_NAME	1	1	CultureMech:000194	no	solutions
Vitamin B12 stock solution	SOLUTION_NAME	1	1	CultureMech:000194	no	solutions
PIV metal solution	SOLUTION_NAME	1	1	CultureMech:000194	no	solutions
MBB trace element stock I	SOLUTION_NAME	1	1	CultureMech:000195	no	solutions
MBB trace element stock II	SOLUTION_NAME	1	1	CultureMech:000195	no	solutions
MBB trace element stock III	SOLUTION_NAME	1	1	CultureMech:000195	no	solutions
MBB trace element stock IV	SOLUTION_NAME	1	1	CultureMech:000195	no	solutions
Sphagnum extract	UNRESOLVED_CHEMICAL	1	1	CultureMech:000153	no	ingredients
(NH4)2SO4 stock solution	SOLUTION_NAME	1	1	CultureMech:000198	no	solutions
EG (Euglena gracilis Medium)	UNRESOLVED_CHEMICAL	1	1	CultureMech:000071	no	solutions
NaH2PO4 x H2O stock solution	SOLUTION_NAME	1	1	CultureMech:000202	no	solutions
f/2 micronutrient working stock solution	SOLUTION_NAME	1	1	CultureMech:000202	no	solutions
f/2 vitamin working stock solution	SOLUTION_NAME	1	1	CultureMech:000202	no	solutions
NaNO3(autoclave before adding)	UNRESOLVED_CHEMICAL	1	1	CultureMech:000167	no	ingredients
Na2HPO4•7H2O(autoclave before adding)	UNRESOLVED_CHEMICAL	1	1	CultureMech:000167	no	ingredients
Beef extract stock solution	SOLUTION_NAME	1	1	CultureMech:000203	no	solutions
Na VO	UNRESOLVED_CHEMICAL	1	1	CultureMech:000072	no	ingredients
Na HPO .12H O	UNRESOLVED_CHEMICAL	1	1	CultureMech:000073	no	ingredients
Sterile	UNRESOLVED_CHEMICAL	1	1	CultureMech:000073	no	ingredients
Na HPO .7H O	UNRESOLVED_CHEMICAL	1	1	CultureMech:000086	no	ingredients
Thoroughly disperse the agar in cold	UNRESOLVED_CHEMICAL	1	1	CultureMech:000090	no	ingredients
Fe(NH4)2(SO4)2.6H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:000092	no	ingredients
TES (Dry Buffer)	SOLUTION_NAME	1	1	CultureMech:000094	no	ingredients
Bring 500 ml of	UNRESOLVED_CHEMICAL	1	1	CultureMech:000100	no	ingredients
Glucose stock solution	SOLUTION_NAME	1	1	CultureMech:000206	no	solutions
Liver extract stock solution	SOLUTION_NAME	1	1	CultureMech:000206	no	solutions
CaCl	UNRESOLVED_CHEMICAL	1	1	CultureMech:000109	no	ingredients
Soil extract (SE1)	UNRESOLVED_CHEMICAL	1	1	CultureMech:000110	no	ingredients
Salt solution stock	SOLUTION_NAME	1	1	CultureMech:000110	no	ingredients
PES ES-enrichment solution	SOLUTION_NAME	1	1	CultureMech:000207	no	solutions
Chapman-Andresen's Modified Pringsheim's Solution	SOLUTION_NAME	1	1	CultureMech:000132	no	solutions
PJ (Prescott's and James's Solution)	SOLUTION_NAME	1	1	CultureMech:000131	no	solutions
MnSO .7H O	UNRESOLVED_CHEMICAL	1	1	CultureMech:000135	no	ingredients
Spirulina solution I	SOLUTION_NAME	1	1	CultureMech:000213	no	solutions
Spirulina solution II	SOLUTION_NAME	1	1	CultureMech:000213	no	solutions
SrCl 6H O	UNRESOLVED_CHEMICAL	1	1	CultureMech:000140	no	ingredients
NH VO	UNRESOLVED_CHEMICAL	1	1	CultureMech:000140	no	ingredients
Ca-panthothenate	UNRESOLVED_CHEMICAL	1	1	CultureMech:000140	no	ingredients
Pyridoxine.HCL	UNRESOLVED_CHEMICAL	1	1	CultureMech:000140	no	ingredients
Fe-EDTA complex	UNRESOLVED_CHEMICAL	1	1	CultureMech:000214	no	solutions
Unicellular green algae micronutrient solution	SOLUTION_NAME	1	1	CultureMech:000214	no	solutions
Volvox micronutrient solution	SOLUTION_NAME	1	1	CultureMech:000215	no	solutions
Volvox Medium	UNRESOLVED_CHEMICAL	1	1	CultureMech:000237	no	ingredients
Vitamin B . (Cyanocobalamin)	UNRESOLVED_CHEMICAL	1	1	CultureMech:000142	no	ingredients
Vitamin B (Thiamine.HCl)	UNRESOLVED_CHEMICAL	1	1	CultureMech:000142	no	ingredients
FeCl .6H 0	UNRESOLVED_CHEMICAL	1	1	CultureMech:000142	no	ingredients
MnCl .4H 0	UNRESOLVED_CHEMICAL	1	1	CultureMech:000142	no	ingredients
EDTA(Disodium salt)	UNRESOLVED_CHEMICAL	1	1	CultureMech:000142	no	ingredients
Na EDTA.2H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:000143	no	ingredients
WEES PII metal mix without Fe	UNRESOLVED_CHEMICAL	1	1	CultureMech:000216	no	solutions
WEES Fe-EDTA solution	SOLUTION_NAME	1	1	CultureMech:000216	no	solutions
WEES vitamin stock solution	SOLUTION_NAME	1	1	CultureMech:000216	no	solutions
WEES soil extract	UNRESOLVED_CHEMICAL	1	1	CultureMech:000216	no	solutions
WC micronutrient solution	SOLUTION_NAME	1	1	CultureMech:000217	no	solutions
WC vitamin solution	SOLUTION_NAME	1	1	CultureMech:000217	no	solutions
Z-medium Fe-EDTA complex	UNRESOLVED_CHEMICAL	1	1	CultureMech:000218	no	solutions
Z-medium micronutrient solution	SOLUTION_NAME	1	1	CultureMech:000218	no	solutions
NiSO4(NH4)2SO4 x 6 H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:000218	no	solutions.composition
Al2(SO4)3K2SO4 x 24 H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:000218	no	solutions.composition
Nicotinamide (Niacinamide)	UNRESOLVED_CHEMICAL	1	1	CultureMech:000146	no	ingredients
Neutral base salt medium (see below)	UNRESOLVED_CHEMICAL	1	1	CultureMech:015832	no	ingredients
Base soda medium (see Medium No. 1207 )	CROSS_REFERENCE	1	1	CultureMech:015832	no	ingredients
Se/W solution (see Medium No. 852 )	CROSS_REFERENCE	1	1	CultureMech:015832	no	ingredients
10% Soluble starch solution	SOLUTION_NAME	1	1	CultureMech:015832	no	ingredients
8% NaHCO3 soluiton*	UNRESOLVED_CHEMICAL	1	1	CultureMech:015858	no	ingredients
Nutrient broth (BD Difco)	UNRESOLVED_CHEMICAL	1	1	CultureMech:015860	no	ingredients
1.0 M HEPES solution (pH 7.2)	SOLUTION_NAME	1	1	CultureMech:015860	no	ingredients
1.0 M HEPES solution (pH 7.7)	SOLUTION_NAME	1	1	CultureMech:015861	no	ingredients
Brain heart infusion (BD Difico)	UNRESOLVED_CHEMICAL	1	1	CultureMech:015863	no	ingredients
Proteose peptone (BD Difico)	UNRESOLVED_CHEMICAL	1	1	CultureMech:015863	no	ingredients
Rumen fluid, clarified (see Medium No. 266 )	CROSS_REFERENCE	1	1	CultureMech:015863	no	ingredients
Na2WO2·2H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:015871	no	ingredients
3% Trimethylamine·HCl solution*	SOLUTION_NAME	1	1	CultureMech:007553	no	solutions
trimethylamine・HCl	UNRESOLVED_CHEMICAL	1	1	CultureMech:007554	no	ingredients
Sludge fluid (see Medium [M911])	CROSS_REFERENCE	1	1	CultureMech:007622	no	solutions
Kao and Michayluk vitamin solution (Sigma--Aldrich)	SOLUTION_NAME	1	1	CultureMech:007667	no	solutions
Soda based mineral medium (sterilized, see below)	UNRESOLVED_CHEMICAL	1	1	CultureMech:007674	no	ingredients
Halobacteria medium (see Medium [M159])	CROSS_REFERENCE	1	1	CultureMech:007740	no	solutions
1.4% Coenzyme M solution*	SOLUTION_NAME	1	1	CultureMech:007756	no	solutions
HCl (conc.)	UNRESOLVED_CHEMICAL	1	1	CultureMech:007759	no	ingredients
50 mM NH4Cl solution	SOLUTION_NAME	1	1	CultureMech:007759	no	solutions
1.4% Coenzyme M solution	SOLUTION_NAME	1	1	CultureMech:007842	no	solutions
1 M Trimethylamine・HCl solution	SOLUTION_NAME	1	1	CultureMech:007842	no	solutions
Trace mineral solution (see Medium [M447])	CROSS_REFERENCE	1	1	CultureMech:007855	no	solutions
10% Fe2(SO4)3 solution (in 0.01 N H2SO4 solution)	SOLUTION_NAME	1	1	CultureMech:007901	no	solutions
Fe(NH4)2SO4·6H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:008192	no	ingredients
Sulfolobus medium (see Medium [M156])	CROSS_REFERENCE	1	1	CultureMech:008217	no	solutions
FeCl2 solution (see below)	SOLUTION_NAME	1	1	CultureMech:008380	no	solutions
Tris-HCl buffer**	SOLUTION_NAME	1	1	CultureMech:008422	no	solutions
Carbonate mixture*	SOLUTION_NAME	1	1	CultureMech:008422	no	solutions
KAl(SO4)2·2H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:008456	no	ingredients
Na2MoO7・2H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:008475	no	ingredients
Methanol (10%)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008601	no	ingredients
Marine medium/Synthetic seawater mix solution (see below)	SOLUTION_NAME	1	1	CultureMech:008680	no	solutions
Synthetic seawater mix	UNRESOLVED_CHEMICAL	1	1	CultureMech:008808	no	ingredients
(NH4)2(Fe(SO4)2 x 6 H2O solution (0.01% w/v)	SOLUTION_NAME	1	1	CultureMech:008808	no	solutions
General salts solution (see below)	SOLUTION_NAME	1	1	CultureMech:008809	no	solutions
Synthetic seawater (2 x, see below)	UNRESOLVED_CHEMICAL	1	1	CultureMech:008954	no	ingredients
calcium chloride solution	SOLUTION_NAME	1	1	CultureMech:008961	no	solutions
Fe/Mn solution	SOLUTION_NAME	1	1	CultureMech:008961	no	solutions
Wolfe's mineral elixier	UNRESOLVED_CHEMICAL	1	1	CultureMech:009048	no	ingredients
Powdered sulfur	UNRESOLVED_CHEMICAL	1	1	CultureMech:009123	no	ingredients
Wolfe's mineral solution (see below)	SOLUTION_NAME	1	1	CultureMech:009148	no	solutions
Fatty acid mixture (see below)	SOLUTION_NAME	1	1	CultureMech:009157	no	ingredients
Thiamine x HCl	UNRESOLVED_CHEMICAL	1	1	CultureMech:009165	no	ingredients
Pyridoxine x HCl	UNRESOLVED_CHEMICAL	1	1	CultureMech:009165	no	ingredients
SrCl3 x 6 H2O solution (0.1% w/v)	SOLUTION_NAME	1	1	CultureMech:009181	no	solutions
Trimethylamine x HCl	UNRESOLVED_CHEMICAL	1	1	CultureMech:009201	no	ingredients
Homo-PIPES (SIGMA)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009209	no	ingredients
NaOH (0.38 M)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009209	no	ingredients
2-Mercaptoethanesulfonate (coenzyme M)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009209	no	ingredients
Nitrilotriacetate solution (0.5 M, neutralized with 10 N NaOH)	SOLUTION_NAME	1	1	CultureMech:009209	no	solutions
TiCl3 solution (15% w/v in HCl, RIEDEL-de HAEN)	SOLUTION_NAME	1	1	CultureMech:009209	no	solutions
(NH4)2Fe(SO4)2 x 6 H2O solution (0.1% w/v)	SOLUTION_NAME	1	1	CultureMech:009218	no	solutions
(NH4)2Ni(SO4)2 solution (0.1% w/v)	SOLUTION_NAME	1	1	CultureMech:009218	no	solutions
Na2WO4 x 2 H2O solution (0.1% w/v)	SOLUTION_NAME	1	1	CultureMech:009218	no	solutions
Marine trace elements	UNRESOLVED_CHEMICAL	1	1	CultureMech:009218	no	solutions
Fe(NH4)2(SO4)2 x 7 H2O solution (0.1% w/v)	SOLUTION_NAME	1	1	CultureMech:009219	no	solutions
Modified Wolin’s mineral solution	SOLUTION_NAME	1	1	CultureMech:009221	no	solutions
K2HPO4 x 3 H2O solution (0.1% w/v)	SOLUTION_NAME	1	1	CultureMech:009228	no	solutions
FeCl3 solution (0.01% w/v in 0.2 N HCl)	SOLUTION_NAME	1	1	CultureMech:009228	no	solutions
KI solution (0.1% w/v)	SOLUTION_NAME	1	1	CultureMech:009230	no	solutions
SrCl2x 6 H2O solution (0.1% w/v)	SOLUTION_NAME	1	1	CultureMech:009238	no	solutions
33% Sodium acetate solution	SOLUTION_NAME	1	1	CultureMech:009347	no	solutions
1.42% Coenzyme M solution	SOLUTION_NAME	1	1	CultureMech:009347	no	solutions
Tris・HCl	UNRESOLVED_CHEMICAL	1	1	CultureMech:009425	no	ingredients
H2SO4 (0.1 N)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009612	no	ingredients
Thermococcus medium (see Medium [M273])	CROSS_REFERENCE	1	1	CultureMech:009724	no	solutions
Iron stock solution (see Medium [M221])	CROSS_REFERENCE	1	1	CultureMech:009872	no	solutions
5% Na2S・9H2O solution (adjusted pH to 7.0)	SOLUTION_NAME	1	1	CultureMech:009897	no	solutions
K2S4O6 solution	SOLUTION_NAME	1	1	CultureMech:009995	no	solutions
50% Methanol	UNRESOLVED_CHEMICAL	1	1	CultureMech:010052	no	ingredients
Fe2(SO4)3·xH2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:010098	no	ingredients
Iron (powder, 20 - 60 mesh, Nacalai)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010098	no	ingredients
Marine trace elements solution (see Medium [M209])	CROSS_REFERENCE	1	1	CultureMech:010098	no	solutions
Trace element solution (filter--sterilized)	SOLUTION_NAME	1	1	CultureMech:010181	no	solutions
Sludge fluid (see below)	UNRESOLVED_CHEMICAL	1	1	CultureMech:010331	no	ingredients
Tungstate solution (see below)	SOLUTION_NAME	1	1	CultureMech:010380	no	solutions
10 mM Sodium acetate	UNRESOLVED_CHEMICAL	1	1	CultureMech:010396	no	ingredients
Trace metal 2 solution (see below)	SOLUTION_NAME	1	1	CultureMech:010396	no	solutions
4 mM Na2S・9H2O solution*	SOLUTION_NAME	1	1	CultureMech:010396	no	solutions
1.0 M MES solution* (pH 7.45)	SOLUTION_NAME	1	1	CultureMech:010396	no	solutions
83 mM TiNTA solution (see Medium [M969])	CROSS_REFERENCE	1	1	CultureMech:010396	no	solutions
Vitamin solution (see Medium [M969])	CROSS_REFERENCE	1	1	CultureMech:010396	no	solutions
5% (w/v) Na2S・9H2O solution	SOLUTION_NAME	1	1	CultureMech:010408	no	solutions
10% KH2PO4 solution	SOLUTION_NAME	1	1	CultureMech:010419	no	solutions
CO2  gas	UNRESOLVED_CHEMICAL	1	1	CultureMech:009233	no	ingredients
KOH solusion	UNRESOLVED_CHEMICAL	1	1	CultureMech:009220	no	ingredients
5% (w/v) Na2S x 9 H2O solution	SOLUTION_NAME	1	1	CultureMech:003283	no	solutions
Sodium citrate·2H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:009523	no	ingredients
Titanium citrate solution* (see below)	SOLUTION_NAME	1	1	CultureMech:009523	no	solutions
KP7 buffer*	SOLUTION_NAME	1	1	CultureMech:008267	no	solutions
Iron granule (1-2 mm)***	UNRESOLVED_CHEMICAL	1	1	CultureMech:008281	no	solutions
Resazurin (0.025% solution)	SOLUTION_NAME	1	1	CultureMech:009258	no	solutions
L-Cysteine . HCl solution	SOLUTION_NAME	1	1	CultureMech:009258	no	solutions
Na2S . 9H2O solution	SOLUTION_NAME	1	1	CultureMech:009258	no	solutions
50% (v/v) Methanol solution*	SOLUTION_NAME	1	1	CultureMech:009543	no	solutions
Cystein-HCl	UNRESOLVED_CHEMICAL	1	1	CultureMech:008309	no	ingredients
Anaerobe Basal Broth CM0957	UNRESOLVED_CHEMICAL	1	1	CultureMech:001125	no	ingredients
Rumen fluid***	UNRESOLVED_CHEMICAL	1	1	CultureMech:008344	no	solutions
FeSO4·7H2O****	UNRESOLVED_CHEMICAL	1	1	CultureMech:008344	no	solutions
Carbonate solution***	SOLUTION_NAME	1	1	CultureMech:008489	no	solutions
Na2SeO4 solution (0.1% w/v)	SOLUTION_NAME	1	1	CultureMech:009213	no	solutions
Na2WO4 x 6 H2O	UNRESOLVED_CHEMICAL	1	1	CultureMech:002022	no	ingredients
Coenzyme M (2-mercaptoethanesulfonic acid)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009215	no	ingredients
DTT (DL-Dithiothreitol)	UNRESOLVED_CHEMICAL	1	1	CultureMech:009215	no	ingredients
Se/W/AI solution***	SOLUTION_NAME	1	1	CultureMech:008672	no	solutions
